1, 1, 2
2, 2, 3
3, 3, 4
4, 4, 5
5, 5, 6
6, 7, 6
7, 8, 7
8, 6, 8
 9, 6, 9
10, 10,  9
11,  4, 10
12, 3, 1
13,  2, 11
14, 11,  3
15, 11, 12
16, 12, 13
17, 13, 14
18, 14, 15
19, 15, 16
20, 17, 16
21, 17, 15
22, 15, 18
23, 18, 19
24, 19, 20
25, 16, 20
26, 16, 19
27, 19, 21
28, 21, 22
29, 22, 23
30, 20, 23
31, 20, 22
32, 22, 24
33, 24, 25
34, 25, 26
35, 27, 26
36, 23, 27
37, 23, 24
38, 28, 24
39, 21, 28
40,  4, 17
41, 1, 4
42, 1, 5
43, 29,  7
44, 29, 30
45, 30, 31
46, 26, 31
47, 23, 26
48, 23, 25
49, 25, 32
50, 33, 32
51, 34, 33
52, 34, 35
53, 35, 36
54, 37, 36
55, 38, 37
56, 38, 39
57, 39, 40
58, 41, 40
59, 42, 41
60, 42, 43
61, 43, 44
62, 45, 44
63, 46, 45
64, 46, 47
65, 47, 48
66, 49, 48
67, 50, 49
68, 50, 51
69, 51, 52
70, 53, 52
71, 54, 53
72, 54, 55
73, 55, 56
74, 57, 56
75, 58, 57
76, 58, 59
77, 59, 60
78, 61, 60
79, 62, 61
80, 62, 63
81, 63, 64
82, 65, 64
83, 66, 65
84, 66, 67
85, 67, 64
86,  8, 68
87, 9, 8
88,  9, 16
89, 6, 1
90, 4, 9
91, 10, 16
92, 17, 10
93, 17, 14
94, 69, 14
95, 70, 69
96, 70, 13
97, 13, 17
98, 12, 17
 99, 11, 71
100, 11,  4
101, 12, 71
102, 12, 70
103, 14, 72
104, 71, 17
105, 18, 73
106, 16, 18
107, 21, 74
108, 20, 21
109, 68, 20
110,  7, 68
111, 75, 20
112, 16, 75
113, 24, 34
114, 32, 26
115, 24, 32
116, 24, 76
117, 76, 33
118, 36, 33
119, 77, 36
120, 77, 78
121, 78, 37
122, 40, 37
123, 79, 40
124, 79, 80
125, 80, 41
126, 44, 41
127, 81, 44
128, 81, 82
129, 82, 45
130, 48, 45
131, 83, 48
132, 83, 84
133, 84, 49
134, 52, 49
135, 85, 52
136, 85, 86
137, 86, 53
138, 56, 53
139, 87, 56
140, 87, 88
141, 88, 57
142, 60, 57
143, 89, 60
144, 89, 90
145, 90, 61
146, 64, 61
147, 91, 64
148, 91, 67
149, 67, 65
150, 27, 31
151, 92, 27
152, 93, 92
153, 68, 93
154, 92, 23
155, 29, 92
156, 94, 29
157, 30, 94
158, 21, 24
159, 28, 34
160, 74, 28
161, 74, 95
162, 96, 95
163, 97, 96
164, 98, 97
165, 99, 98
166,  99, 100
167, 101, 100
168, 102, 101
169, 102, 103
170, 103,  99
171, 104,  99
172, 105, 104
173, 105,  72
174, 72, 73
175, 73, 74
176, 74, 34
177, 71,  4
178, 5, 9
179,  7, 93
180, 93, 29
181, 92, 30
182, 31, 94
183, 92, 31
184, 106,  23
185,  20, 106
186, 35, 33
187, 77, 35
188, 77, 38
189, 107,  38
190, 108, 107
191,  96, 108
192, 109,  96
193, 109, 110
194, 111, 110
195, 112, 111
196, 101, 112
197, 113, 101
198, 113, 114
199, 114, 115
200, 115, 116
201, 116, 117
202, 117, 118
203, 119, 118
204, 119, 117
205, 117, 120
206, 120, 121
207, 121, 122
208, 118, 122
209, 118, 121
210, 121, 123
211, 123, 124
212, 124,  42
213, 122,  42
214, 122, 124
215, 124,  81
216, 81, 43
217, 43, 41
218, 39, 37
219, 125,  38
220, 108, 125
221, 108, 126
222, 127, 126
223, 110, 127
224, 128, 110
225, 112, 128
226, 112, 119
227, 115, 119
228, 79, 39
229, 79, 42
230, 129,  42
231, 122, 129
232, 122, 123
233, 130, 123
234, 120, 130
235, 47, 45
236, 131,  46
237, 132, 131
238, 132, 133
239, 134, 133
240, 135, 134
241, 136, 135
242, 137, 136
243, 137, 138
244, 139, 138
245, 140, 139
246, 140, 141
247, 141, 137
248, 142, 137
249, 143, 142
250, 143, 144
251, 144, 145
252, 145, 132
253, 132,  46
254, 83, 47
255, 83, 50
256, 146,  50
257, 147, 146
258, 134, 147
259, 148, 134
260, 148, 149
261, 150, 149
262, 151, 150
263, 139, 151
264, 152, 139
265, 152, 153
266, 153, 154
267, 154, 155
268, 155, 156
269, 156, 157
270, 158, 157
271, 158, 156
272, 156, 159
273, 159, 160
274, 160, 161
275, 157, 161
276, 157, 160
277, 160, 162
278, 162, 163
279, 163,  54
280, 161,  54
281, 161, 163
282, 163,  87
283, 87, 55
284, 55, 53
285, 51, 49
286, 164,  50
287, 147, 164
288, 147, 165
289, 166, 165
290, 149, 166
291, 167, 149
292, 151, 167
293, 151, 158
294, 154, 158
295, 85, 51
296, 85, 54
297, 168,  54
298, 161, 168
299, 161, 162
300, 169, 162
301, 159, 169
302, 59, 57
303, 170,  58
304, 171, 170
305, 171, 172
306, 173, 172
307, 174, 173
308, 175, 174
309, 176, 175
310, 176, 177
311, 178, 177
312, 179, 178
313, 179, 180
314, 180, 176
315, 181, 176
316, 182, 181
317, 182, 183
318, 183, 184
319, 184, 171
320, 171,  58
321, 89, 59
322, 89, 62
323, 185,  62
324, 186, 185
325, 173, 186
326, 187, 173
327, 187, 188
328, 189, 188
329, 190, 189
330, 178, 190
331, 191, 178
332, 191, 192
333, 192, 193
334, 193, 190
335, 191, 190
336, 179, 191
337, 179, 177
338, 177, 187
339, 187, 186
340, 186,  62
341, 63, 61
342, 194,  62
343, 186, 194
344, 186, 195
345, 196, 195
346, 188, 196
347, 197, 188
348, 190, 197
349, 190, 198
350, 193, 198
351, 91, 63
352, 91, 66
353, 199,  66
354, 200, 199
355, 195, 200
356,  9, 68
357,  9, 75
358, 70, 14
359, 69, 72
360, 105,  69
361,  70, 105
362, 201,  72
363, 105, 201
364, 98, 73
365, 72, 98
366, 202,  18
367,  14, 202
368, 203,  74
369,  73, 203
370, 202,  73
371,  72, 202
372, 72, 99
373, 204,  21
374,  18, 204
375, 75, 68
376, 205,  34
377,  74, 205
378, 204,  74
379,  73, 204
380, 73, 97
381, 206,  97
382,  99, 206
383, 201,  99
384, 104, 201
385, 104, 102
386, 76, 32
387, 34, 76
388, 34, 77
389, 125,  77
390,  95, 125
391, 203,  95
392,  97, 203
393,  97, 109
394, 128, 109
395, 100, 128
396, 103, 100
397, 78, 36
398, 205,  77
399,  95, 205
400,  95, 108
401, 207, 108
402, 109, 207
403, 206, 109
404, 100, 206
405, 100, 112
406, 208, 112
407, 113, 208
408, 38, 78
409, 38, 79
410, 129,  79
411, 126, 129
412, 207, 126
413, 110, 207
414, 110, 118
415, 80, 40
416, 107,  79
417, 126, 107
418, 126, 122
419, 42, 80
420, 42, 81
421, 131,  81
422, 123, 131
423, 82, 44
424, 46, 82
425, 46, 83
426, 164,  83
427, 133, 164
428, 209, 133
429, 135, 209
430, 135, 148
431, 167, 148
432, 138, 167
433, 141, 138
434, 84, 48
435, 210,  83
436, 133, 210
437, 133, 147
438, 211, 147
439, 148, 211
440, 212, 148
441, 138, 212
442, 138, 151
443, 213, 151
444, 152, 213
445, 50, 84
446, 50, 85
447, 168,  85
448, 165, 168
449, 211, 165
450, 149, 211
451, 149, 157
452, 86, 52
453, 146,  85
454, 165, 146
455, 165, 161
456, 54, 86
457, 54, 87
458, 170,  87
459, 162, 170
460, 88, 56
461, 58, 88
462, 58, 89
463, 194,  89
464, 172, 194
465, 214, 172
466, 174, 214
467, 174, 187
468, 197, 187
469, 177, 197
470, 180, 177
471, 90, 60
472, 215,  89
473, 172, 215
474, 172, 186
475, 216, 186
476, 187, 216
477, 217, 187
478, 177, 217
479, 177, 190
480, 62, 90
481, 62, 91
482, 199,  91
483, 195, 199
484, 216, 195
485, 188, 216
486, 188, 218
487, 189, 218
488, 198, 189
489, 185,  91
490, 195, 185
491, 106,  92
492,  68, 106
493, 97, 95
494, 102, 100
495, 102, 113
496, 104, 103
497, 99, 97
498, 108,  38
499, 112, 110
500, 111, 118
501, 119, 111
502, 119, 116
503, 219, 116
504, 220, 219
505, 220, 115
506, 113, 112
507, 114, 208
508, 114, 220
509, 116, 144
510, 208, 119
511, 120, 145
512, 118, 120
513, 123, 132
514, 127, 122
515, 118, 127
516, 81, 46
517, 110, 126
518, 114, 119
519, 120, 123
520, 130, 132
521, 145, 130
522, 145, 135
523, 212, 135
524, 137, 212
525, 221, 137
526, 142, 221
527, 142, 140
528, 135, 133
529, 136, 145
530, 144, 136
531, 219, 144
532, 143, 219
533, 144, 137
534, 140, 138
535, 140, 152
536, 142, 141
537, 137, 135
538, 220, 143
539, 220, 116
540, 116, 120
541, 145, 209
542, 222, 145
543, 144, 222
544, 132, 210
545, 147,  50
546, 151, 149
547, 150, 157
548, 158, 150
549, 158, 155
550, 223, 155
551, 224, 223
552, 224, 154
553, 152, 151
554, 153, 213
555, 153, 224
556, 155, 183
557, 213, 158
558, 159, 184
559, 157, 159
560, 162, 171
561, 166, 161
562, 157, 166
563, 87, 58
564, 149, 165
565, 153, 158
566, 159, 162
567, 169, 171
568, 184, 169
569, 184, 174
570, 217, 174
571, 176, 217
572, 225, 176
573, 181, 225
574, 181, 179
